,clusters,F1,F2
0,1,-2.272011064068442,-0.12255718626794637
1,2,-1.2344542045425122,0.007248405133431605
2,3,3.05020684695399,-0.17874684918020062
3,4,0.9605001034414912,-0.39191166703375085
4,5,-0.07595976741600723,1.6009549069698987
5,6,1.247765357521651,4.258682391909966
